"entity","en.hedo.happiness.delta_one_of_5__max","en.hedo.happiness.delta_one_of_5__mean","en.hedo.happiness.delta_one_of_5__mean_word_count_per_tweet","en.hedo.happiness.delta_one_of_5__median","en.hedo.happiness.delta_one_of_5__min","en.hedo.happiness.delta_one_of_5__mode","en.hedo.happiness.delta_one_of_5__num_tweets","en.hedo.happiness.delta_one_of_5__num_tweets_percentage","en.hedo.happiness.delta_one_of_5__sd","en.hedo.happiness.more_than_7__max","en.hedo.happiness.more_than_7__mean","en.hedo.happiness.more_than_7__mean_word_count_per_tweet","en.hedo.happiness.more_than_7__median","en.hedo.happiness.more_than_7__min","en.hedo.happiness.more_than_7__mode","en.hedo.happiness.more_than_7__num_tweets","en.hedo.happiness.more_than_7__num_tweets_percentage","en.hedo.happiness.more_than_7__sd","en.hedo.happiness.no_filter__max","en.hedo.happiness.no_filter__mean","en.hedo.happiness.no_filter__mean_word_count_per_tweet","en.hedo.happiness.no_filter__median","en.hedo.happiness.no_filter__min","en.hedo.happiness.no_filter__mode","en.hedo.happiness.no_filter__num_tweets","en.hedo.happiness.no_filter__num_tweets_percentage","en.hedo.happiness.no_filter__sd","es.anew.arousal.delta_one_of_5__max","es.anew.arousal.delta_one_of_5__mean","es.anew.arousal.delta_one_of_5__mean_word_count_per_tweet","es.anew.arousal.delta_one_of_5__median","es.anew.arousal.delta_one_of_5__min","es.anew.arousal.delta_one_of_5__mode","es.anew.arousal.delta_one_of_5__num_tweets","es.anew.arousal.delta_one_of_5__num_tweets_percentage","es.anew.arousal.delta_one_of_5__sd","es.anew.arousal.more_than_7__max","es.anew.arousal.more_than_7__mean","es.anew.arousal.more_than_7__mean_word_count_per_tweet","es.anew.arousal.more_than_7__median","es.anew.arousal.more_than_7__min","es.anew.arousal.more_than_7__mode","es.anew.arousal.more_than_7__num_tweets","es.anew.arousal.more_than_7__num_tweets_percentage","es.anew.arousal.more_than_7__sd","es.anew.dominance.delta_one_of_5__max","es.anew.dominance.delta_one_of_5__mean","es.anew.dominance.delta_one_of_5__mean_word_count_per_tweet","es.anew.dominance.delta_one_of_5__median","es.anew.dominance.delta_one_of_5__min","es.anew.dominance.delta_one_of_5__mode","es.anew.dominance.delta_one_of_5__num_tweets","es.anew.dominance.delta_one_of_5__num_tweets_percentage","es.anew.dominance.delta_one_of_5__sd","es.anew.dominance.more_than_7__max","es.anew.dominance.more_than_7__mean","es.anew.dominance.more_than_7__mean_word_count_per_tweet","es.anew.dominance.more_than_7__median","es.anew.dominance.more_than_7__min","es.anew.dominance.more_than_7__mode","es.anew.dominance.more_than_7__num_tweets","es.anew.dominance.more_than_7__num_tweets_percentage","es.anew.dominance.more_than_7__sd","es.anew.valence.delta_one_of_5__max","es.anew.valence.delta_one_of_5__mean","es.anew.valence.delta_one_of_5__mean_word_count_per_tweet","es.anew.valence.delta_one_of_5__median","es.anew.valence.delta_one_of_5__min","es.anew.valence.delta_one_of_5__mode","es.anew.valence.delta_one_of_5__num_tweets","es.anew.valence.delta_one_of_5__num_tweets_percentage","es.anew.valence.delta_one_of_5__sd","es.anew.valence.more_than_7__max","es.anew.valence.more_than_7__mean","es.anew.valence.more_than_7__mean_word_count_per_tweet","es.anew.valence.more_than_7__median","es.anew.valence.more_than_7__min","es.anew.valence.more_than_7__mode","es.anew.valence.more_than_7__num_tweets","es.anew.valence.more_than_7__num_tweets_percentage","es.anew.valence.more_than_7__sd"
"Alabama,Monroe County",8.5,5.89,NA,6.53,1.23,6.85,NA,NA,2.1,8.5,7.7,NA,7.72,7.03,7.83,NA,NA,0.4,8.5,5.79,NA,6.41,1.23,6.46,NA,NA,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama,Montgomery County",8.41,6.27,NA,6.41,1.48,6.46,NA,NA,1.22,8.54,7.4,NA,7.33,7.03,7.24,NA,NA,0.31,8.41,6.19,NA,6.41,1.48,6.46,NA,NA,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama,Morgan County",8.5,6.36,NA,6.41,1.32,6.46,NA,NA,1.52,8.5,7.65,NA,7.48,7.03,7.44,NA,NA,0.43,8.5,6.22,NA,6.41,1.32,6.46,NA,NA,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama,Perry County",7.72,6.66,NA,6.41,6.41,6.46,NA,NA,0.44,7.72,7.44,NA,7.36,7.36,7.44,NA,NA,0.15,7.72,6.66,NA,6.41,6.41,6.46,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama,Pickens County",8.18,6.61,NA,6.41,6.29,6.46,NA,NA,0.44,8.18,7.45,NA,7.36,7.07,7.24,NA,NA,0.44,8.18,6.49,NA,6.41,4.77,6.46,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama,Pike County",7.36,6.25,NA,6.41,1.48,6.46,NA,NA,1.27,7.36,7.34,NA,7.36,7.17,7.44,NA,NA,0.06,7.36,6.22,NA,6.41,1.48,6.46,NA,NA,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama,Randolph County",8.07,6.64,NA,6.41,1.49,6.46,NA,NA,1.09,8.07,7.66,NA,7.81,7.17,7.83,NA,NA,0.33,8.07,6.52,NA,6.41,1.49,6.46,NA,NA,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama,Russell County",8.37,6.49,NA,6.41,1.48,6.46,NA,NA,0.99,8.37,7.46,NA,7.33,7.07,7.24,NA,NA,0.36,8.37,6.32,NA,6.41,1.48,6.46,NA,NA,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama,Shelby County",7.93,6.46,NA,6.41,1.49,6.46,NA,NA,1.02,7.93,7.35,NA,7.35,7.07,7.24,NA,NA,0.31,7.93,6.42,NA,6.41,1.49,6.46,NA,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama,St Clair County",7.36,6.14,NA,6.41,2.76,6.26,NA,NA,1.33,7.36,7.27,NA,7.33,7.07,7.24,NA,NA,0.14,7.36,6.07,NA,6.41,2.76,6.46,NA,NA,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama,Sumter County",7.93,6.4,NA,6.41,1.23,6.46,NA,NA,1.1,7.93,7.4,NA,7.36,7.07,7.44,NA,NA,0.2,7.93,6.32,NA,6.41,1.23,6.46,NA,NA,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama,Talladega County",8.48,6.26,NA,6.41,1.23,6.46,NA,NA,1.38,8.48,7.52,NA,7.36,7.03,7.24,NA,NA,0.34,8.48,6.15,NA,6.41,1.23,6.46,NA,NA,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama,Tuscaloosa County",8.07,6.16,NA,6.41,1.48,6.46,NA,NA,1.43,8.07,7.38,NA,7.36,7.03,7.24,NA,NA,0.28,8.07,6.12,NA,6.41,1.48,6.46,NA,NA,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama,Walker County",8.07,6.17,NA,6.41,1.66,6.46,NA,NA,1.63,8.11,7.43,NA,7.33,7.01,7.24,NA,NA,0.35,8.07,6.1,NA,6.41,1.66,6.46,NA,NA,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama,Washington County",8.18,6.21,NA,6.41,1.49,6.46,NA,NA,1.61,8.18,7.48,NA,7.36,7.03,7.24,NA,NA,0.27,8.18,6.19,NA,6.41,1.49,6.46,NA,NA,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama,Wilcox County",8.41,6.48,NA,6.41,1.48,6.46,NA,NA,1.09,8.41,7.51,NA,7.36,7.03,7.24,NA,NA,0.39,8.41,6.39,NA,6.41,1.48,6.46,NA,NA,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama,Winston County",6.77,6.46,NA,6.41,6.41,6.46,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.77,6.39,NA,6.41,5,6.46,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona,Cochise County",7.93,6.37,NA,6.41,1.48,6.46,NA,NA,1.15,7.93,7.38,NA,7.36,7.07,7.44,NA,NA,0.18,7.93,6.27,NA,6.41,1.48,6.46,NA,NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona,Coconino County",8.26,6.41,NA,6.41,1.49,6.46,NA,NA,1.21,8.26,7.46,NA,7.36,7.07,7.44,NA,NA,0.29,8.26,6.2,NA,6.41,1.49,6.46,NA,NA,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona,Graham County",8.5,6.19,NA,6.64,1.23,6.85,NA,NA,2,8.5,7.9,NA,7.92,7.03,7.83,NA,NA,0.43,8.5,5.98,NA,6.41,1.23,6.65,NA,NA,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona,Greenlee County",8.07,6.06,NA,6.41,1.6,6.46,NA,NA,1.68,8.07,7.61,NA,7.53,7.07,7.24,NA,NA,0.38,8.07,6.03,NA,6.41,2,6.46,NA,NA,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona,Maricopa County",8.5,6.33,NA,6.41,1.23,6.46,NA,NA,1.34,8.54,7.51,NA,7.36,7.03,7.24,NA,NA,0.36,8.5,6.24,NA,6.41,1.23,6.46,NA,NA,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona,Mohave County",7.93,6.49,NA,6.41,1.89,6.46,NA,NA,1.37,7.93,7.42,NA,7.36,7.03,7.24,NA,NA,0.4,7.93,6.32,NA,6.41,1.89,6.46,NA,NA,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona,Navajo County",7.93,6.5,NA,6.41,2.76,6.46,NA,NA,0.88,7.93,7.63,NA,7.72,7.33,7.63,NA,NA,0.24,7.93,6.5,NA,6.41,2.76,6.46,NA,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona,Pima County",8.54,6.3,NA,6.41,1.23,6.46,NA,NA,1.39,8.54,7.49,NA,7.36,7.01,7.44,NA,NA,0.35,8.54,6.23,NA,6.41,1.23,6.46,NA,NA,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona,Pinal County",8.41,6.49,NA,6.41,1.48,6.46,NA,NA,1.21,8.41,7.57,NA,7.36,7.07,7.24,NA,NA,0.46,8.41,6.41,NA,6.41,1.48,6.46,NA,NA,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona,Santa Cruz County",7.72,6.51,NA,6.41,1.49,6.46,NA,NA,1.02,8.07,7.4,NA,7.36,7.07,7.44,NA,NA,0.24,7.72,6.35,NA,6.41,1.49,6.46,NA,NA,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona,Yavapai County",7.72,6.41,NA,6.41,1.49,6.46,NA,NA,1.39,7.72,7.34,NA,7.36,7.07,7.44,NA,NA,0.18,7.72,6.33,NA,6.41,1.49,6.46,NA,NA,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona,Yuma County",8.37,6.58,NA,6.41,1.49,6.46,NA,NA,1.29,8.37,7.49,NA,7.36,7.03,7.44,NA,NA,0.38,8.37,6.45,NA,6.41,1.49,6.46,NA,NA,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arkansas,Arkansas County",6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arkansas,Baxter County",8.5,6.35,NA,6.41,1.88,6.46,NA,NA,1.27,8.5,7.54,NA,7.48,7.03,7.44,NA,NA,0.41,8.41,6.16,NA,6.41,1.88,6.46,NA,NA,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arkansas,Benton County",8.54,6.25,NA,6.66,1.17,6.46,NA,NA,1.92,8.54,7.76,NA,7.79,7.03,7.83,NA,NA,0.45,8.54,6.13,NA,6.53,1.17,6.46,NA,NA,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arkansas,Boone County",8.19,6.41,NA,6.41,1.49,6.46,NA,NA,1.25,8.19,7.36,NA,7.33,7.07,7.24,NA,NA,0.25,8.19,6.27,NA,6.41,1.49,6.46,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arkansas,Bradley County",7.93,6.27,NA,6.41,1.48,6.46,NA,NA,1.46,7.93,7.35,NA,7.33,7.07,7.24,NA,NA,0.23,7.93,6.24,NA,6.41,1.48,6.46,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arkansas,Calhoun County",7.72,6.35,NA,6.41,1.77,6.46,NA,NA,1.13,7.72,7.38,NA,7.36,7.17,7.44,NA,NA,0.17,7.72,6.31,NA,6.41,1.77,6.46,NA,NA,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arkansas,Clark County",7.93,6.56,NA,6.41,1.77,6.46,NA,NA,1.14,7.93,7.41,NA,7.35,7.07,7.05,NA,NA,0.34,7.93,6.56,NA,6.41,1.77,6.46,NA,NA,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arkansas,Clay County",7.33,6.15,NA,6.41,1.68,6.46,NA,NA,1.3,7.33,7.2,NA,7.2,7.07,7.24,NA,NA,0.15,7.33,6.09,NA,6.41,1.68,6.46,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arkansas,Cleburne County",7.93,6.32,NA,6.41,1.48,6.46,NA,NA,1.33,7.93,7.54,NA,7.36,7.33,7.44,NA,NA,0.34,7.93,6.32,NA,6.41,1.48,6.46,NA,NA,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arkansas,Columbia County",7.33,6.52,NA,6.41,6.41,6.46,NA,NA,0.24,7.33,7.33,NA,7.33,7.33,7.33,NA,NA,NA,7.33,6.42,NA,6.41,4.87,6.46,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arkansas,Conway County",8.5,6.19,NA,6.57,1.17,6.46,NA,NA,1.99,8.54,7.83,NA,7.91,7.01,8.02,NA,NA,0.48,8.5,6.07,NA,6.5,1.17,6.46,NA,NA,1.88,11.82,5.91,NA,5.91,0,11.74,NA,NA,8.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.62,5.31,NA,5.31,0,10.57,NA,NA,7.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arkansas,Craighead County",8.43,6.44,NA,6.41,1.49,6.46,NA,NA,1.01,8.43,7.44,NA,7.36,7.03,7.24,NA,NA,0.3,8.43,6.35,NA,6.41,1.49,6.46,NA,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arkansas,Crawford County",7.93,6.34,NA,6.41,1.48,6.46,NA,NA,0.99,7.93,7.4,NA,7.36,7.03,7.44,NA,NA,0.21,7.93,6.21,NA,6.41,1.48,6.46,NA,NA,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arkansas,Crittenden County",7.36,6.22,NA,6.41,1.77,6.46,NA,NA,1.28,7.36,7.36,NA,7.36,7.36,7.44,NA,NA,0,7.36,6.17,NA,6.41,1.77,6.46,NA,NA,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arkansas,Cross County",7.79,6.9,NA,6.41,6.41,6.46,NA,NA,0.68,7.79,7.63,NA,7.63,7.48,7.83,NA,NA,0.22,7.79,6.58,NA,6.41,5,6.46,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
